BOD(㎎/L),COD(㎎/L),Conductivity(µS/㎝),DO (㎎/L),Dissolved Total P(㎎/L),SS(㎎/L),T-N(㎎/L),T-P(㎎/L),Temp.(℃),TSI(Chl-a)
3.1,6.6,517.0,10.9,0.113,2.0,7.193,0.126,14.5,50.8759236704299
1.1,3.2,258.0,13.6,0.009,3.6,2.137,0.02,12.8,51.59404906389842
7.7,9.7,432.0,6.8,1.091,13.6,12.813,1.123,19.3,49.68937856223263
2.9,6.3,433.0,9.6,0.234,18.1,6.35,0.269,13.8,48.65579190362935
2.4,5.8,320.0,8.6,0.138,6.6,5.27,0.156,14.6,43.95117998626024
1.1,4.5,303.0,11.9,0.016,2.4,2.045,0.025,14.0,54.55942441697189
0.8,4.6,351.0,9.9,0.022,3.2,7.841,0.026,14.7,48.339312845268594
0.7,4.7,408.0,11.5,0.075,1.2,6.165,0.076,12.9,49.54822504782753
0.9,3.9,145.0,10.5,0.022,1.6,2.06,0.024,15.1,45.988122154734825
0.6,4.0,268.0,11.1,0.022,2.2,1.781,0.026,14.3,49.54822504782753
5.2,8.2,815.0,7.6,0.049,8.0,11.722,0.056,16.3,45.13454054646655
1.6,5.4,336.0,10.7,0.246,10.0,5.236,0.264,14.0,45.13454054646655
2.3,4.4,438.0,10.2,0.029,10.8,2.794,0.047,4.8,21.611187920314546
2.1,4.9,443.0,9.9,0.125,5.8,7.164,0.162,6.7,60.78843327596032
1.2,7.9,551.0,11.7,0.193,8.4,9.315,0.231,10.6,29.566413341396725
3.4,5.0,1270.0,10.9,0.19,11.2,8.051,0.197,6.0,36.8965866233512
0.9,3.9,389.0,13.1,0.014,3.6,2.553,0.022,6.4,57.860217058226
1.5,4.6,390.0,8.4,0.145,5.0,5.641,0.162,7.3,50.8759236704299
0.8,4.3,321.0,13.5,0.019,3.0,2.797,0.036,6.9,54.81205640373659
1.5,3.5,232.0,13.7,0.052,1.2,4.17,0.061,4.6,37.39977384129307
1.4,3.1,364.0,11.9,0.014,2.0,3.42,0.021,9.9,27.10101879996104
0.7,2.6,414.0,11.8,0.045,2.0,6.481,0.046,11.3,25.588800630855637
1.9,5.9,478.0,11.8,0.119,13.2,6.317,0.145,7.1,64.12789876624711
1.7,7.1,641.0,9.8,0.059,1.6,9.146,0.088,9.6,28.4109617616076
2.2,7.8,507.0,9.3,0.057,6.4,11.544,0.063,8.2,33.9007926412541
6.6,7.2,1021.0,8.8,0.048,4.3,11.768,0.103,9.6,47.50034032384023
1.9,3.9,514.0,13.1,0.035,1.6,6.675,0.048,7.4,33.9007926412541
2.5,9.7,656.0,7.8,0.543,10.0,12.243,0.555,13.1,33.9007926412541
1.7,4.5,414.0,10.4,0.081,4.2,5.463,0.096,7.8,53.666991272773714
1.9,4.2,601.0,11.6,0.07,3.2,6.331,0.083,6.4,21.611187920314546
1.6,2.9,395.0,12.6,0.018,2.0,3.475,0.021,6.5,18.78902678956257
1.3,4.4,378.0,10.8,0.024,2.8,4.695,0.036,7.5,54.300114165133294
1.3,3.8,287.0,11.6,0.009,7.2,3.084,0.025,7.3,54.12335262615202
1.2,5.0,563.0,11.1,0.049,7.2,6.979,0.073,7.7,32.3885744721487
1.1,5.7,462.0,12.1,0.068,2.8,7.923,0.087,6.4,33.9007926412541
2.8,3.7,464.0,13.0,0.014,2.4,10.12,0.02,6.9,30.6
1.8,3.7,288.0,14.2,0.005,4.8,2.778,0.013,2.1,55.68639992451642
1.3,2.8,264.0,15.7,0.016,2.0,3.346,0.022,6.8,32.3885744721487
3.1,5.6,322.0,12.3,0.155,4.6,5.746,0.226,4.1,51.12118644506504
2.7,6.4,318.0,12.8,0.143,8.0,7.252,0.196,3.4,49.11215325700765
1.0,2.6,132.0,13.6,0.0,2.0,2.747,0.0,2.5,30.6
1.9,4.3,264.0,14.4,0.009,3.8,3.461,0.043,2.5,57.10035349905337
1.7,4.1,279.0,13.5,0.006,4.2,2.914,0.023,2.8,56.9008211966872
7.7,9.3,620.0,7.4,0.251,6.8,12.668,0.378,8.2,28.4109617616076
8.3,11.0,619.0,8.5,1.193,12.8,13.777,1.482,11.0,33.9007926412541
2.1,3.9,241.0,15.8,0.008,3.8,2.989,0.021,2.1,51.36046660021304
2.2,4.9,315.0,14.5,0.073,3.8,5.152,0.117,2.9,52.04516302480071
2.0,5.1,334.0,14.2,0.16,4.2,5.428,0.191,2.6,55.05834549003245
3.2,7.2,569.0,15.9,0.054,5.2,8.576,0.098,9.5,51.93431438775962
1.5,4.0,186.0,13.6,0.086,2.0,5.141,0.097,1.0,53.666991272773714
6.6,3.7,268.0,13.4,0.009,3.2,13.712,0.028,4.0,36.36618718268979
1.1,2.5,146.0,13.9,0.003,0.8,3.075,0.01,2.8,45.570612337286434
1.9,5.2,552.0,13.8,0.011,5.6,7.551,0.021,5.0,47.67397317518535
2.6,4.6,547.0,12.2,0.116,6.4,7.555,0.14,3.0,42.88960472093956
1.8,5.3,578.0,12.4,0.05,4.0,7.532,0.081,3.6,45.78158821050409
1.2,2.8,297.0,17.5,0.003,1.6,3.251,0.012,2.0,29.566413341396725
2.2,4.6,529.0,9.3,0.029,16.8,4.124,0.132,10.4,38.33476670517349
11.1,11.3,826.0,11.1,0.08,8.0,24.95,0.16,6.6,56.76550870656898
2.1,5.7,375.0,13.9,0.139,7.7,6.015,0.176,4.3,57.487640634706224
1.6,4.0,359.0,14.5,0.017,1.2,3.222,0.027,3.0,45.13454054646655
7.8,10.0,477.0,9.7,0.044,6.8,17.871,0.095,5.7,47.32357878485895
1.0,2.4,339.0,15.9,0.014,2.0,5.023,0.018,5.2,44.44178221209767
4.6,7.0,336.0,12.6,0.098,11.4,5.892,0.2,5.0,74.1012860957266
1.4,5.6,562.0,12.3,0.14,5.6,6.672,0.172,3.0,41.37738655183416
1.1,5.1,538.0,11.9,0.011,1.2,8.001,0.015,5.1,49.405010825506025
7.8,9.9,701.0,11.2,0.052,5.6,17.015,0.09,3.8,45.35499926237525
8.9,10.8,811.0,10.6,0.09,7.7,23.645,0.2,11.8,54.38731473929647
2.5,5.0,467.0,10.5,0.035,2.4,3.222,0.072,3.8,55.68639992451642
3.2,8.5,570.0,15.0,0.021,59.2,4.961,0.111,5.8,43.69636046464426
0.5,4.2,260.0,13.5,0.004,5.2,2.606,0.019,4.5,58.95454694496138
2.3,4.2,237.0,13.5,0.009,5.1,2.885,0.024,7.3,49.96573486527592
1.2,3.7,285.0,14.0,0.003,2.8,2.876,0.015,3.9,27.10101879996104
4.8,9.8,613.0,7.2,0.069,8.4,11.518,0.152,7.3,50.36619863151962
2.4,4.0,531.0,14.7,0.011,2.8,7.468,0.031,3.6,51.47795303438132
3.2,5.7,315.0,12.4,0.027,7.0,4.887,0.1,4.9,60.74312141711008
2.8,6.1,214.0,14.0,0.056,4.8,4.734,0.094,0.6,61.73574768217654
5.9,9.4,528.0,12.9,0.099,56.8,6.594,0.17,3.6,62.63709981962477
5.0,4.8,549.0,9.1,0.163,6.0,6.851,0.187,2.6,51.12118644506504
0.7,4.4,233.0,14.3,0.013,5.8,2.858,0.023,5.0,58.160240441506105
4.1,7.0,363.0,13.1,0.095,11.0,6.366,0.189,7.4,71.07135296276431
4.2,6.2,310.0,12.5,0.108,8.7,5.868,0.204,8.0,62.09837623760689
0.4,3.0,214.0,13.1,0.0,5.2,2.357,0.0,4.7,40.70056648254716
1.2,2.7,533.0,15.8,0.007,3.6,3.954,0.015,1.6,52.26317199665871
2.4,4.9,266.0,12.8,0.01,6.4,3.47,0.039,4.3,58.95454694496138
1.1,7.0,548.0,13.2,0.035,9.2,7.803,0.067,10.3,18.78902678956257
8.5,14.7,602.0,8.1,1.055,17.2,13.038,1.205,11.2,47.84458617118879
4.3,6.3,452.0,9.0,0.027,11.0,5.085,0.076,18.3,50.8759236704299
0.9,3.1,172.0,10.1,0.0,3.2,2.48,0.005,16.3,48.01228256244352
5.0,7.9,424.0,11.5,0.035,8.0,5.643,0.047,17.8,50.8759236704299
14.3,17.0,606.0,7.6,0.142,61.3,14.772,0.528,16.9,48.339312845268594
5.8,6.0,314.0,10.0,0.182,6.4,5.013,0.308,13.0,55.68639992451642
3.9,8.9,562.0,7.6,0.184,7.6,7.959,0.214,18.1,54.55942441697189
6.1,6.5,470.0,6.6,0.061,5.0,9.696,0.098,19.0,50.36619863151962
3.6,6.0,1192.0,8.5,0.193,8.0,4.201,0.221,15.7,55.61005712677986
5.1,11.6,898.0,5.8,0.079,17.0,12.751,0.162,19.4,56.697146060578106
7.4,5.3,579.0,13.9,0.017,8.8,9.494,0.022,17.5,62.48617376580948
2.1,3.6,208.0,10.9,0.017,4.2,2.419,0.032,11.7,54.7285665380944
1.2,3.4,202.0,9.4,0.003,4.0,2.527,0.014,16.7,49.82852983150372
2.3,6.5,360.0,10.7,0.007,12.0,7.767,0.011,18.6,62.40983096807293
3.7,5.4,219.0,4.5,0.042,6.8,2.415,0.056,18.7,53.75997775096779
2.7,4.3,515.0,11.7,0.031,4.4,1.271,0.041,19.8,51.36046660021304
2.1,4.8,338.0,8.4,0.061,3.2,2.755,0.062,17.3,50.75095382755331
3.2,6.3,371.0,7.9,0.145,14.8,4.9,0.162,17.8,54.55942441697189
1.4,3.6,210.0,10.8,0.016,4.4,2.424,0.029,12.2,54.300114165133294
0.4,2.9,252.0,11.0,0.0,2.8,2.403,0.0,15.6,46.190397362193664
1.9,3.9,215.0,11.8,0.012,5.3,2.583,0.028,13.7,47.14357373452395
2.3,4.7,465.0,13.9,0.023,8.4,4.941,0.027,16.3,49.82852983150372
4.0,6.5,317.0,10.9,0.113,11.6,4.685,0.164,14.4,66.81240183960585
1.9,4.1,325.0,10.8,0.021,4.6,3.161,0.049,12.9,56.204784666799085
13.2,12.4,504.0,5.3,1.311,13.0,14.785,1.549,19.6,52.47644126556186
3.5,5.5,290.0,9.1,0.153,8.8,4.601,0.212,14.4,56.059448675246855
2.7,5.3,322.0,9.1,0.226,5.4,4.53,0.282,13.2,59.8895398088418
1.5,4.0,422.0,7.9,0.013,4.0,2.47,0.057,19.8,39.58881207968547
3.2,6.0,291.0,4.4,0.085,6.4,2.63,0.205,18.8,51.47795303438132
1.6,8.1,452.0,14.2,0.068,6.4,5.941,0.108,22.5,49.405010825506025
0.5,3.4,196.0,10.0,0.003,4.4,2.341,0.01,21.4,31.53499286388043
1.5,3.7,226.0,10.3,0.023,5.0,2.495,0.042,20.7,58.62197272302294
3.6,6.0,265.0,6.5,0.082,6.4,3.843,0.125,18.4,49.68937856223263
1.5,5.1,233.0,8.9,0.064,4.4,2.746,0.086,17.4,43.69636046464426
2.8,8.0,446.0,9.6,0.022,22.8,4.677,0.087,20.0,52.37038617857949
1.4,4.1,499.0,11.6,0.041,4.4,5.203,0.102,19.4,49.68937856223263
10.8,12.0,513.0,5.3,1.254,16.4,12.102,1.59,22.4,41.04481232989572
2.5,4.0,200.0,11.4,0.015,5.2,2.157,0.027,20.0,56.059448675246855
0.2,2.8,130.0,9.3,0.003,2.0,2.348,0.006,18.2,36.36618718268979
4.8,11.3,300.0,7.5,0.14,14.0,7.04,0.279,19.5,55.29860239631383
5.9,7.9,1080.0,9.0,0.277,9.2,5.508,0.393,18.3,52.37038617857949
2.4,7.3,371.0,12.5,0.02,19.2,4.65,0.041,22.3,52.47644126556186
2.9,5.1,280.0,9.5,0.023,6.4,2.516,0.062,22.3,47.50034032384023
2.7,5.5,478.0,10.4,0.028,8.0,8.074,0.077,19.1,36.8965866233512
1.8,7.7,505.0,10.7,0.073,14.0,5.139,0.115,19.7,47.14357373452395
3.4,6.2,402.0,9.0,0.135,16.4,4.395,0.195,19.6,62.895758871622455
2.4,8.8,522.0,8.0,0.053,9.6,10.167,0.115,21.0,48.17716039312722
3.4,6.3,257.0,9.1,0.138,8.6,4.258,0.264,18.5,62.29419112214539
2.5,5.2,229.0,9.2,0.041,4.4,2.919,0.076,18.3,52.68517254432972
3.1,10.4,550.0,4.6,0.092,6.8,11.142,0.223,20.2,48.498828555020765
1.3,3.9,254.0,11.2,0.019,3.8,2.221,0.03,20.0,56.34799888912059
5.6,9.8,754.0,8.6,0.12,11.5,14.108,0.205,24.0,58.67819064191809
3.4,5.4,245.0,8.1,0.143,8.2,4.446,0.191,20.5,62.711700939593776
0.9,5.1,322.0,6.8,0.211,4.0,4.011,0.239,23.9,56.833398250874254
2.9,4.7,175.0,10.0,0.015,4.6,1.685,0.022,24.4,55.98596518558382
1.0,4.9,196.0,10.4,0.011,2.8,5.181,0.018,23.8,58.62197272302294
1.4,7.0,531.0,9.2,0.053,6.8,5.752,0.082,21.9,51.93431438775962
0.8,3.5,188.0,10.0,0.02,2.6,1.687,0.026,23.0,53.85209110379971
2.9,5.8,271.0,7.3,0.218,7.7,3.986,0.256,24.7,62.74878983065326
2.0,8.4,530.0,7.0,0.069,6.8,8.087,0.125,23.2,48.962379355404615
0.8,3.7,196.0,10.3,0.02,2.2,1.741,0.022,23.6,50.8759236704299
2.4,6.6,472.0,8.1,0.192,10.4,3.991,0.264,25.1,64.65999089951906
1.2,8.4,515.0,14.2,0.031,24.4,5.114,0.045,25.6,52.99017120348672
2.6,6.6,545.0,12.6,0.027,15.2,7.921,0.052,23.2,59.8895398088418
1.7,7.5,553.0,9.7,0.106,6.0,6.929,0.134,24.2,55.61005712677986
5.5,9.0,740.0,8.2,0.105,6.7,12.755,0.15,26.2,63.531160774330296
0.9,4.6,234.0,8.2,0.036,2.0,2.502,0.04,23.4,49.96573486527592
3.5,6.6,259.0,4.5,0.077,4.4,1.949,0.118,22.9,60.878433907228285
3.0,10.7,657.0,7.3,0.076,12.4,8.557,0.103,24.4,62.1378531520472
14.0,12.1,563.0,5.0,1.452,25.6,14.693,1.6,24.6,49.54822504782753
2.8,8.5,554.0,12.0,0.02,15.6,0.786,0.048,26.7,67.42869140750122
1.0,4.2,553.0,12.3,0.018,8.0,4.526,0.029,20.9,49.405010825506025
7.1,8.7,720.0,4.6,0.701,4.8,7.871,0.825,18.0,45.35499926237525
0.1,2.7,186.0,8.7,0.0,1.6,1.643,0.003,21.7,46.582849694754046
1.6,6.8,508.0,9.1,0.021,13.6,5.328,0.048,21.6,53.85209110379971
1.8,5.7,339.0,5.3,0.209,4.2,4.904,0.241,23.8,49.68937856223263
0.5,3.7,204.0,9.9,0.003,4.8,1.773,0.008,25.8,49.405010825506025
1.2,5.6,318.0,10.7,0.116,6.0,2.391,0.141,20.6,50.10104735539413
1.9,3.0,128.0,10.0,0.022,5.2,1.866,0.041,25.5,55.05834549003245
1.9,4.9,232.0,10.2,0.015,4.2,1.563,0.029,26.2,61.14358518335378
2.9,6.3,304.0,6.5,0.255,10.0,4.602,0.302,26.1,63.14777273041366
3.3,10.8,550.0,8.9,0.178,13.2,3.364,0.208,25.3,64.59886920646532
3.7,9.8,518.0,4.1,1.07,16.8,12.529,1.255,26.8,47.50034032384023
3.3,7.0,467.0,8.0,0.23,17.4,3.866,0.282,26.0,61.69461554644558
1.3,5.9,503.0,9.0,0.02,13.6,5.365,0.031,25.0,50.49613430593732
0.9,7.1,489.0,13.0,0.027,11.2,6.906,0.034,27.3,53.47833161226114
1.0,3.8,227.0,9.3,0.03,4.4,1.688,0.043,27.7,52.15477310366832
2.6,6.2,298.0,7.2,0.089,3.8,3.103,0.103,26.2,51.93431438775962
0.4,3.1,171.0,9.8,0.016,3.6,1.683,0.021,26.8,48.17716039312722
3.4,8.0,412.0,11.9,0.034,18.0,6.135,0.094,24.9,60.18239737734018
1.8,7.8,508.0,10.1,0.167,4.8,6.951,0.185,27.0,57.16597247281268
6.9,11.4,191.0,8.1,0.072,24.0,1.966,0.129,26.0,64.06335905977532
0.7,2.8,560.0,10.4,0.065,2.8,5.338,0.074,23.6,47.67397317518535
3.3,7.2,327.0,5.2,0.359,4.4,4.631,0.404,26.1,55.45556574492241
6.8,8.8,670.0,7.1,0.106,12.1,12.588,0.155,27.6,59.63863099088534
1.7,4.2,232.0,9.9,0.014,1.4,1.399,0.024,26.1,56.34799888912059
4.0,8.5,560.0,6.5,0.064,10.0,10.319,0.117,27.2,49.2596748339538
3.5,7.7,386.0,9.2,0.264,8.6,4.245,0.307,26.5,67.6107848027084
1.2,8.6,471.0,10.5,0.013,9.6,3.938,0.022,25.5,55.91192709830071
0.1,2.4,155.0,8.4,0.016,0.8,1.569,0.023,24.9,48.01228256244352
5.9,11.7,590.0,6.8,0.077,16.8,7.309,0.106,26.4,69.07455842891969
1.5,5.7,324.0,8.7,0.148,0.4,1.963,0.165,23.6,51.93431438775962
0.9,5.6,508.0,10.5,0.093,6.0,4.594,0.104,26.0,42.88960472093956
3.0,5.4,545.0,7.7,0.036,4.8,1.144,0.051,27.3,48.339312845268594
1.8,4.8,182.0,9.6,0.015,5.3,1.621,0.03,25.9,47.67397317518535
2.0,5.4,235.0,6.8,0.104,9.2,3.431,0.136,26.7,57.98132970764276
2.2,4.3,521.0,7.0,0.065,2.0,2.448,0.098,26.2,41.37738655183416
0.5,3.8,166.0,7.5,0.018,4.0,2.423,0.029,27.1,50.36619863151962
2.2,5.4,240.0,10.5,0.063,5.2,2.368,0.102,29.3,58.50856105526839
2.2,5.9,242.0,9.0,0.023,8.4,3.398,0.062,27.5,65.78153300897398
1.3,4.3,379.0,10.7,0.046,3.2,4.38,0.062,27.1,55.68639992451642
2.2,5.5,163.0,10.3,0.014,6.8,2.301,0.039,27.2,67.63331064498244
0.9,6.5,535.0,8.0,0.218,15.6,7.441,0.266,26.6,49.82852983150372
0.9,4.1,212.0,6.8,0.079,2.0,2.539,0.103,26.2,45.570612337286434
0.5,4.6,409.0,12.2,0.058,6.4,4.803,0.076,26.3,49.68937856223263
0.6,3.3,538.0,10.6,0.124,1.6,5.433,0.145,25.0,50.10104735539413
3.7,6.9,498.0,4.1,0.131,4.4,6.815,0.157,27.9,46.190397362193664
0.8,4.3,402.0,8.1,0.047,7.6,5.125,0.083,26.3,51.47795303438132
2.6,8.3,454.0,6.4,0.432,19.2,9.285,0.493,27.9,53.47833161226114
1.5,6.0,261.0,7.5,0.176,8.0,3.676,0.201,28.7,57.67569751172296
2.3,6.6,260.0,8.3,0.094,9.6,4.161,0.145,28.2,66.46378647635058
2.5,5.3,1012.0,9.0,0.134,11.2,3.161,0.187,26.0,63.66694148868076
2.6,6.9,471.0,6.3,0.074,12.4,7.511,0.1,27.3,54.47374701647841
0.1,3.4,146.0,8.3,0.01,4.8,2.285,0.016,25.4,45.988122154734825
3.5,6.0,233.0,6.6,0.159,14.3,3.835,0.208,27.2,65.27977592442627
4.3,7.5,673.0,6.5,0.077,5.5,12.382,0.112,28.1,69.43687366091784
3.4,6.1,179.0,10.6,0.017,12.4,2.507,0.06,27.6,70.61725536848223
2.9,6.7,211.0,5.3,0.121,7.2,2.16,0.208,27.7,65.61711575248225
0.6,3.7,430.0,9.0,0.093,4.0,4.318,0.112,25.8,41.6990547137277
3.4,6.5,280.0,7.1,0.148,20.6,3.72,0.21,27.4,62.711700939593776
4.2,6.7,184.0,11.1,0.011,9.6,2.183,0.037,26.9,70.58400109935047
2.0,5.6,489.0,9.9,0.042,4.8,5.843,0.074,23.1,54.38731473929647
1.7,5.1,479.0,9.9,0.054,3.6,4.203,0.072,23.1,48.339312845268594
4.9,7.6,757.0,7.0,0.065,5.6,13.403,0.099,26.0,57.29590814723039
2.7,7.1,312.0,8.2,0.037,8.2,3.444,0.072,24.8,64.2557181640953
1.1,5.0,487.0,14.6,0.042,4.0,6.215,0.059,26.3,54.03376296239631
2.3,7.1,530.0,6.2,0.652,6.4,11.02,0.747,26.7,54.47374701647841
2.1,6.2,231.0,9.7,0.013,5.8,1.969,0.023,24.6,63.00455850809215
4.8,8.9,1578.0,10.6,0.206,34.8,3.675,0.228,21.8,59.38113589309022
0.8,4.6,469.0,9.0,0.149,1.2,5.887,0.168,21.9,45.13454054646655
0.5,3.4,218.0,8.4,0.012,1.6,1.999,0.016,24.8,51.36046660021304
2.2,5.6,231.0,9.2,0.012,4.3,1.857,0.024,25.5,62.78573902687688
1.5,4.2,464.0,8.7,0.02,2.8,3.529,0.033,21.5,49.54822504782753
2.0,5.2,292.0,9.0,0.036,5.2,2.136,0.064,26.1,55.68639992451642
2.3,8.1,628.0,4.7,0.113,6.8,9.413,0.127,23.7,53.666991272773714
2.2,5.2,501.0,12.6,0.046,6.8,4.749,0.054,23.1,56.059448675246855
4.1,6.7,385.0,5.3,0.234,21.5,5.031,0.282,24.8,49.82852983150372
1.5,7.0,330.0,8.4,0.174,2.8,6.959,0.213,23.4,46.190397362193664
0.8,2.6,578.0,8.2,0.092,1.6,5.112,0.111,20.9,45.570612337286434
3.8,8.9,250.0,5.5,0.068,4.4,1.956,0.118,23.5,68.00854198871698
1.4,5.4,297.0,7.9,0.127,2.0,2.697,0.16,21.4,51.82219888172988
4.1,7.5,403.0,6.7,0.288,10.2,6.207,0.342,24.8,63.73413353218584
1.1,4.4,132.0,8.6,0.011,2.4,1.996,0.017,25.2,54.21213151260241
1.9,7.3,234.0,9.1,0.016,7.4,1.819,0.028,24.6,62.59958543356404
5.6,7.7,1375.0,6.1,0.176,51.4,5.579,0.246,23.7,62.40983096807293
2.0,6.6,512.0,8.3,0.121,2.4,7.58,0.136,24.0,47.14357373452395
2.8,7.1,384.0,6.7,0.209,20.0,5.679,0.265,24.8,61.187088580589545
6.4,9.9,531.0,16.1,0.074,10.2,10.082,0.18,4.3,77.1136029599931
2.0,6.0,561.0,12.4,0.065,1.6,9.128,0.095,4.0,42.0105094441937
8.2,10.3,637.0,7.8,0.738,10.0,15.092,0.837,10.4,42.8896047209396
1.0,2.1,612.0,13.1,0.023,1.2,6.886,0.026,6.4,42.605236984213
6.0,3.6,690.0,13.6,0.01,2.4,11.768,0.028,2.6,46.9602039096747
2.0,2.9,348.0,11.7,0.009,0.8,3.456,0.016,2.7,42.605236984213
1.2,3.1,302.0,13.5,0.004,2.8,3.049,0.01,3.1,38.3347667051735
9.9,9.9,874.0,10.5,0.08,10.5,23.01,0.16,3.1,60.8784339072283
4.5,9.2,566.0,13.1,0.149,10.1,11.82,0.23,2.6,74.6555429983383
6.0,10.7,659.0,14.6,0.04,17.8,9.387,0.117,2.3,77.5571155885483
6.8,10.0,559.0,12.1,0.173,9.3,12.294,0.263,4.9,75.8840403363192
1.9,4.2,401.0,10.3,0.015,2.8,3.146,0.044,2.4,47.143573734524
1.0,2.9,494.0,13.5,0.006,0.8,3.742,0.007,5.5,42.8896047209396
3.0,6.2,523.0,13.8,0.015,2.0,7.57,0.046,0.5,47.8445861711888
1.4,4.8,564.0,9.5,0.018,2.4,8.013,0.033,3.9,42.605236984213
1.5,4.5,324.0,14.1,0.012,3.0,3.721,0.021,3.8,57.6134115881953
6.3,11.6,495.0,15.5,0.034,18.3,8.878,0.132,3.3,83.1295844368445
1.3,3.3,565.0,12.5,0.009,1.6,7.738,0.011,4.0,45.1345405464666
4.3,8.8,2268.0,9.9,0.202,5.6,9.28,0.235,3.1,37.3997738412931
1.2,3.0,318.0,13.8,0.003,2.0,3.184,0.008,2.0,41.3773865518342
6.2,9.4,427.0,14.3,0.022,10.9,5.941,0.081,2.9,78.5151392479665
1.4,4.0,604.0,13.6,0.054,0.8,7.53,0.065,2.2,45.3549992623753
6.2,8.7,841.0,10.9,0.042,4.4,15.902,0.063,3.9,50.8759236704299
2.2,6.6,599.0,12.7,0.08,2.4,8.075,0.12,2.8,50.6243714261131
4.3,8.1,644.0,9.1,0.162,4.8,11.083,0.229,8.5,48.8102832854868
0.9,4.2,1404.0,8.4,0.055,9.8,3.661,0.077,19.3,42.8896047209396
1.2,3.4,469.0,8.5,0.032,1.4,4.043,0.045,21.2,14.8114140790215
2.1,4.7,304.0,7.8,0.082,13.5,4.598,0.123,19.8,60.2781054535542
2.5,7.0,683.0,9.7,0.229,7.1,8.35,0.27,21.3,55.5331155558872
0.8,2.4,510.0,8.3,0.1,4.0,5.365,0.117,19.3,31.5349928638804
0.8,5.2,463.0,9.3,0.035,1.7,5.665,0.038,21.9,42.605236984213
0.2,3.6,215.0,8.6,0.016,0.5,1.528,0.016,21.8,36.8965866233512
0.9,4.5,205.0,9.9,0.015,5.2,1.662,0.02,19.8,58.5085610552684
0.0,2.5,191.0,8.0,0.014,0.1,1.402,0.016,22.1,33.9007926412541
0.4,3.8,547.0,7.7,0.087,1.9,5.354,0.111,19.2,14.8114140790215
1.5,4.6,232.0,10.4,0.013,6.0,2.084,0.028,19.1,59.7397659072388
0.6,4.3,447.0,8.4,0.053,2.0,5.99,0.053,19.8,53.5731149583053
0.5,4.2,217.0,9.9,0.013,3.7,1.566,0.017,19.8,49.5482250478275
1.2,7.0,553.0,7.1,0.117,3.7,5.97,0.127,19.7,46.1903973621937
1.6,6.4,585.0,5.4,0.109,3.9,5.057,0.13,21.1,46.3885859209785
2.8,6.7,415.0,8.0,0.069,52.9,4.556,0.155,19.7,53.943347575817
1.6,4.8,437.0,7.7,0.026,1.9,3.236,0.039,21.0,37.8784053517952
0.6,4.8,547.0,7.8,0.051,1.3,5.088,0.068,19.1,44.4417822120977
0.3,5.1,236.0,9.8,0.02,1.1,1.683,0.027,21.2,49.8285298315037
0.6,6.3,541.0,5.9,0.064,1.0,7.742,0.074,22.4,37.3997738412931
1.2,4.4,316.0,2.1,0.126,1.3,2.279,0.158,20.2,36.3661871826898
0.8,4.2,350.0,8.3,0.048,0.9,3.034,0.054,18.5,29.5664133413967
1.0,5.1,346.0,7.8,0.062,4.8,5.269,0.075,20.1,52.9901712034867
0.8,4.4,273.0,8.1,0.022,4.0,2.864,0.027,19.8,54.2121315126024
2.3,7.7,527.0,6.5,0.142,3.4,10.925,0.157,23.8,58.1009653366931
1.3,5.5,286.0,8.6,0.055,12.8,3.797,0.086,19.7,59.1166993971028
0.7,2.0,603.0,11.4,0.081,0.9,7.924,0.089,8.5,29.5664133413967
1.2,5.3,380.0,9.3,0.067,7.1,6.211,0.086,11.4,46.7733411170122
2.5,4.4,237.0,12.5,0.011,7.0,2.492,0.027,11.2,64.7207341276512
1.3,4.8,697.0,10.1,0.093,3.2,7.153,0.11,10.0,37.3997738412931
1.5,5.5,466.0,10.2,0.062,15.1,5.867,0.099,11.4,40.7005664825472
0.7,4.7,313.0,9.3,0.034,2.4,3.338,0.037,13.1,53.1883597622716
0.9,1.5,317.0,12.1,0.037,0.8,2.849,0.04,9.1,31.5349928638804
1.5,1.1,590.0,12.1,0.045,0.5,8.769,0.045,9.2,37.3997738412931
2.0,5.2,602.0,8.5,0.063,1.2,9.863,0.081,14.3,41.3773865518342
0.5,1.6,259.0,10.2,0.022,0.6,2.129,0.023,13.0,32.3885744721487
1.4,6.8,747.0,11.0,0.136,7.4,10.518,0.188,12.7,47.8445861711888
1.1,1.8,548.0,12.4,0.033,0.8,6.603,0.037,7.9,45.7815882105041
1.0,1.1,488.0,12.5,0.04,0.9,5.195,0.045,11.4,30.6
0.9,4.8,260.0,11.7,0.011,5.8,2.115,0.025,12.0,55.1390866865617
1.3,4.7,263.0,11.4,0.012,6.4,2.267,0.027,12.6,58.5085610552684
1.1,2.9,549.0,13.1,0.069,4.4,9.524,0.09,13.4,54.9769342344203
1.5,5.4,386.0,7.7,0.055,3.8,5.751,0.097,14.1,42.3123794157146
0.9,4.9,359.0,9.7,0.047,4.8,4.823,0.057,12.8,28.4109617616076
1.0,0.9,584.0,11.1,0.05,1.3,6.679,0.054,12.0,33.9007926412541
1.5,2.6,361.0,5.7,0.069,2.0,2.748,0.086,10.3,33.9007926412541
0.5,3.5,587.0,9.3,0.084,0.4,8.789,0.102,9.7,43.9511799862602
0.9,3.2,542.0,11.1,0.043,2.8,7.664,0.047,9.1,45.3549992623753
1.5,3.6,2170.0,13.0,0.066,8.2,8.557,0.085,8.4,52.1547731036683
